sentence,entities,finishment,api_result
"Humans are usually infected with bird flu by direct contact with infected poultry , but experts fear the H5N1 virus may mutate into a form easily transmitted between people .","[['H5N1', (4554, 4554), 'nat']]",0,"[['H5N1', (4554, 4554), 'nat']]"
Scientists fear such a mutation could spark a global pandemic with a potential death toll of millions .,[],0,[]
Thailand says it has photo evidence to prove its claim that Islamic militants responsible for violence in Thailand 's Muslim-majority south are training in neighboring Malaysia .,"[['Thailand', (4584, 4584), 'gpe'], ['Islamic', (4595, 4595), 'org'], ['Thailand', (4601, 4601), 'geo'], ['Malaysia', (4609, 4609), 'geo']]",0,"[['Thailand', (4584, 4584), 'gpe'], ['Islamic', (4595, 4595), 'org'], ['Thailand', (4601, 4601), 'geo'], ['Malaysia', (4609, 4609), 'geo']]"
"Thai Deputy Interior Minister Sutham Saengprathum says the photos show the militants training in Malaysia 's northern Kelantan state , which borders southern Thailand .","[['Thai', (4611, 4611), 'gpe'], ['Deputy Interior Minister Sutham Saengprathum', (4612, 4616), 'per'], ['Malaysia', (4625, 4625), 'geo'], ['Kelantan', (4628, 4628), 'geo'], ['Thailand', (4634, 4634), 'geo']]",0,"[['Thai', (4611, 4611), 'gpe'], ['Deputy Interior Minister Sutham Saengprathum', (4612, 4616), 'per'], ['Malaysia', (4625, 4625), 'geo'], ['Kelantan', (4628, 4628), 'geo'], ['Thailand', (4634, 4634), 'geo']]"
"He said if Malaysia wants to see the photos , Bangkok will provide them .","[['Malaysia', (4639, 4639), 'gpe'], ['Bangkok', (4646, 4646), 'gpe']]",0,"[['Malaysia', (4639, 4639), 'gpe'], ['Bangkok', (4646, 4646), 'gpe']]"
"Thai Prime Minister Thaksin Shinawatra has said he believes some of the insurgents have been trained in Malaysia , Indonesia and southern Thailand .","[['Thai', (4651, 4651), 'gpe'], ['Prime Minister Thaksin Shinawatra', (4652, 4655), 'per'], ['Malaysia', (4668, 4668), 'geo'], ['Indonesia', (4670, 4670), 'geo'], ['Thailand', (4673, 4673), 'geo']]",0,"[['Thai', (4651, 4651), 'gpe'], ['Prime Minister Thaksin Shinawatra', (4652, 4655), 'per'], ['Malaysia', (4668, 4668), 'geo'], ['Indonesia', (4670, 4670), 'geo'], ['Thailand', (4673, 4673), 'geo']]"
Malaysia and Indonesia have demanded proof of Bangkok 's allegations .,"[['Malaysia', (4675, 4675), 'gpe'], ['Indonesia', (4677, 4677), 'gpe'], ['Bangkok', (4682, 4682), 'gpe']]",0,"[['Malaysia', (4675, 4675), 'gpe'], ['Indonesia', (4677, 4677), 'gpe'], ['Bangkok', (4682, 4682), 'gpe']]"
More than 500 people have been killed this year in an insurgency that some say is supported by extremist Muslims in Indonesia and Malaysia .,"[['Muslims', (4705, 4705), 'org'], ['Indonesia', (4707, 4707), 'geo'], ['Malaysia', (4709, 4709), 'geo']]",0,"[['Muslims', (4705, 4705), 'org'], ['Indonesia', (4707, 4707), 'geo'], ['Malaysia', (4709, 4709), 'geo']]"
"Anti-Japanese protests in the western Chinese city of Shanghai turned violent Saturday , with protesters pelting the Japanese consulate with rocks , bottles and eggs .","[['Chinese', (4716, 4716), 'gpe'], ['Shanghai', (4719, 4719), 'geo'], ['Saturday', (4722, 4722), 'tim'], ['Japanese', (4728, 4728), 'gpe']]",0,"[['Chinese', (4716, 4716), 'gpe'], ['Shanghai', (4719, 4719), 'geo'], ['Saturday', (4722, 4722), 'tim'], ['Japanese', (4728, 4728), 'gpe']]"
Several thousand people took to the streets of Shanghai as part of a new wave of anti-Japanese protests over Japan 's bid for a permanent seat on the U.N. Security Council and Tokyo 's alleged downplaying of war atrocities .,"[['Shanghai', (4745, 4745), 'geo'], ['Japan', (4756, 4756), 'gpe'], ['U.N. Security Council', (4765, 4767), 'org'], ['Tokyo', (4769, 4769), 'gpe']]",0,"[['Shanghai', (4745, 4745), 'geo'], ['Japan', (4756, 4756), 'gpe'], ['U.N. Security Council', (4765, 4767), 'org'], ['Tokyo', (4769, 4769), 'gpe']]"
"In Beijing , police are out in force waiting for protests to begin in the capital .","[['Beijing', (4778, 4778), 'geo']]",0,"[['Beijing', (4778, 4778), 'geo']]"
State Councilor Tang Jiaxuan told the official Xinhua news agency that China 's government is urging people to protest in a calm and orderly manner .,"[['State Councilor Tang Jiaxuan', (4794, 4797), 'per'], ['Xinhua', (4801, 4801), 'org'], ['China', (4805, 4805), 'gpe']]",0,"[['State Councilor Tang Jiaxuan', (4794, 4797), 'per'], ['Xinhua', (4801, 4801), 'org'], ['China', (4805, 4805), 'gpe']]"
"Japan 's Foreign Minister , Nobutaka Machimura , arrives Sunday in Beijing for talks with his Chinese counterpart , Li Zhaoxing , to discuss relations between the two countries .","[['Japan', (4820, 4820), 'geo'], ['Foreign Minister', (4822, 4823), 'per'], ['Nobutaka Machimura', (4825, 4826), 'per'], ['Sunday', (4829, 4829), 'tim'], ['Beijing', (4831, 4831), 'geo'], ['Chinese', (4836, 4836), 'gpe'], ['Li Zhaoxing', (4839, 4840), 'per']]",0,"[['Japan', (4820, 4820), 'geo'], ['Foreign Minister', (4822, 4823), 'per'], ['Nobutaka Machimura', (4825, 4826), 'per'], ['Sunday', (4829, 4829), 'tim'], ['Beijing', (4831, 4831), 'geo'], ['Chinese', (4836, 4836), 'gpe'], ['Li Zhaoxing', (4839, 4840), 'per']]"
"Organizers of the 2012 Summer Olympics in London have promised the "" greenest games "" in history and sought to soothe concerns about the rising cost of the event .","[['2012 Summer Olympics', (4853, 4855), 'eve'], ['London', (4857, 4857), 'geo']]",0,"[['2012 Summer Olympics', (4853, 4855), 'eve'], ['London', (4857, 4857), 'geo']]"
"With 2,012 days to go until the Games get under way , organizers said the design would champion low waste , low carbon emissions and environmentally friendly transportation .","[['Games', (4887, 4887), 'eve']]",0,"[['Games', (4887, 4887), 'eve']]"
The Olympic Delivery Authority has promised to cut emissions 50 percent by generating energy on site and using renewable energy .,"[['Olympic Delivery Authority', (4910, 4912), 'org']]",0,"[['Olympic Delivery Authority', (4910, 4912), 'org']]"
Prime Minister Tony Blair said London is farther ahead in preparations at this stage than any other previous Olympic host city .,"[['Prime Minister Tony Blair', (4930, 4933), 'per'], ['London', (4935, 4935), 'gpe']]",0,"[['Prime Minister Tony Blair', (4930, 4933), 'per'], ['London', (4935, 4935), 'gpe']]"
"The British government wants to have the Olympic budget finalized early this year , but costs have already risen substantially since London won the bid in July of 2005 .","[['British', (4953, 4953), 'gpe'], ['London', (4973, 4973), 'gpe'], ['July of 2005', (4978, 4980), 'tim']]",0,"[['British', (4953, 4953), 'gpe'], ['London', (4973, 4973), 'gpe'], ['July of 2005', (4978, 4980), 'tim']]"
A select committee report due Wednesday is expected to be highly critical of the government 's financing of the Games .,"[['Wednesday', (4987, 4987), 'tim'], ['Games', (5001, 5001), 'eve']]",0,"[['Wednesday', (4987, 4987), 'tim'], ['Games', (5001, 5001), 'eve']]"
China 's giant pandas have been on endangered species lists for nearly 30 years .,"[['China', (5003, 5003), 'geo']]",0,"[['China', (5003, 5003), 'geo']]"
"There are only about 1,600 pandas still living in the wild in China .","[['China', (5030, 5030), 'geo']]",0,"[['China', (5030, 5030), 'geo']]"
One of the 2008 Olympic mascots is modeled on a panda called Jing Jing .,"[['2008 Olympic', (5035, 5036), 'eve'], ['Jing Jing', (5044, 5045), 'nat']]",0,"[['2008 Olympic', (5035, 5036), 'eve'], ['Jing Jing', (5044, 5045), 'nat']]"
Conservationists hope she will help draw attention to the threats facing the giant panda -- one of China 's national symbols .,"[['China', (5064, 5064), 'gpe']]",0,"[['China', (5064, 5064), 'gpe']]"
Sam Beattie reports from Jing Jing 's home in Sichuan province .,"[['Sam Beattie', (5069, 5070), 'per'], ['Jing Jing', (5073, 5074), 'nat'], ['Sichuan', (5078, 5078), 'geo']]",0,"[['Sam Beattie', (5069, 5070), 'per'], ['Jing Jing', (5073, 5074), 'nat'], ['Sichuan', (5078, 5078), 'geo']]"
British defense officials say 14 British military personnel have been killed in a crash of a NATO aircraft in southern Afghanistan .,"[['British', (5081, 5081), 'gpe'], ['British', (5086, 5086), 'gpe'], ['NATO', (5097, 5097), 'org'], ['Afghanistan', (5101, 5101), 'geo']]",0,"[['British', (5081, 5081), 'gpe'], ['British', (5086, 5086), 'gpe'], ['NATO', (5097, 5097), 'org'], ['Afghanistan', (5101, 5101), 'geo']]"
A NATO spokesman says the aircraft went off the radar and crashed in an open area near Kandahar Saturday .,"[['NATO', (5104, 5104), 'org'], ['Kandahar', (5120, 5120), 'geo'], ['Saturday', (5121, 5121), 'tim']]",0,"[['NATO', (5104, 5104), 'org'], ['Kandahar', (5120, 5120), 'geo'], ['Saturday', (5121, 5121), 'tim']]"
"Officials say the aircraft was supporting a NATO mission in the country 's south , but there is no indication of enemy action causing the crash .","[['NATO', (5130, 5130), 'org']]",0,"[['NATO', (5130, 5130), 'org']]"
The crash comes as NATO forces launched an offensive to drive Taleban remnants out of Kandahar .,"[['NATO', (5154, 5154), 'org'], ['Taleban', (5161, 5161), 'org'], ['Kandahar', (5165, 5165), 'geo']]",0,"[['NATO', (5154, 5154), 'org'], ['Taleban', (5161, 5161), 'org'], ['Kandahar', (5165, 5165), 'geo']]"
"Officials say "" Operation Medusa "" is aimed at removing the Taleban threat so that stability , reconstruction and development can be achieved in the area .","[['Operation Medusa', (5170, 5171), 'eve'], ['Taleban', (5178, 5178), 'org']]",0,"[['Operation Medusa', (5170, 5171), 'eve'], ['Taleban', (5178, 5178), 'org']]"
"Sri Lankan authorities say a prominent Tamil journalist was found shot dead Friday in Colombo , hours after he was abducted by several attackers as he left a restaurant .","[['Sri', (5194, 5194), 'geo'], ['Lankan', (5195, 5195), 'gpe'], ['Tamil', (5200, 5200), 'org'], ['Friday', (5206, 5206), 'tim'], ['Colombo', (5208, 5208), 'geo']]",0,"[['Sri', (5194, 5194), 'geo'], ['Lankan', (5195, 5195), 'gpe'], ['Tamil', (5200, 5200), 'org'], ['Friday', (5206, 5206), 'tim'], ['Colombo', (5208, 5208), 'geo']]"
"Dharmeratnam Sivaram was a board member of the pro-rebel TamilNet Web site and a columnist for Sri Lanka 's english newspaper , the Daily Mirror .","[['Dharmeratnam Sivaram', (5224, 5225), 'per'], ['TamilNet', (5233, 5233), 'org'], ['Web', (5234, 5234), 'art'], ['Sri Lanka', (5240, 5241), 'gpe'], ['english', (5243, 5243), 'art'], ['Daily Mirror', (5247, 5248), 'art']]",0,"[['Dharmeratnam Sivaram', (5224, 5225), 'per'], ['TamilNet', (5233, 5233), 'org'], ['Web', (5234, 5234), 'art'], ['Sri Lanka', (5240, 5241), 'gpe'], ['english', (5243, 5243), 'art'], ['Daily Mirror', (5247, 5248), 'art']]"
Mr. Sivaram 's Web site became popular for ongoing reports on the Sri Lankan civil war and was a prominent supporter of the Tamil Tiger rebel movement .,"[['Mr. Sivaram', (5250, 5251), 'per'], ['Web', (5253, 5253), 'art'], ['Sri', (5262, 5262), 'org'], ['Lankan', (5263, 5263), 'geo'], ['Tamil Tiger', (5273, 5274), 'org']]",0,"[['Mr. Sivaram', (5250, 5251), 'per'], ['Web', (5253, 5253), 'art'], ['Sri', (5262, 5262), 'org'], ['Lankan', (5263, 5263), 'geo'], ['Tamil Tiger', (5273, 5274), 'org']]"
"Mr. Sivaram , who was also brutally attacked in 2001 , was found near a lake gagged with gunshot wounds to the head .","[['Mr. Sivaram', (5278, 5279), 'per'], ['2001', (5287, 5287), 'tim']]",0,"[['Mr. Sivaram', (5278, 5279), 'per'], ['2001', (5287, 5287), 'tim']]"
No one claimed responsibility for the killing .,[],0,[]
Japan and North Korea say they are considering a resumption of bilateral talks as part of efforts to normalize relations .,"[['Japan', (5310, 5310), 'gpe'], ['North Korea', (5312, 5313), 'gpe']]",0,"[['Japan', (5310, 5310), 'gpe'], ['North Korea', (5312, 5313), 'gpe']]"
Japanese media reported Monday that the two countries hope to arrange to hold the talks in Beijing in early November .,"[['Japanese', (5331, 5331), 'gpe'], ['Monday', (5334, 5334), 'tim'], ['Beijing', (5347, 5347), 'geo'], ['November', (5350, 5350), 'tim']]",0,"[['Japanese', (5331, 5331), 'gpe'], ['Monday', (5334, 5334), 'tim'], ['Beijing', (5347, 5347), 'geo'], ['November', (5350, 5350), 'tim']]"
The talks could come before six-party talks on North Korea 's nuclear ambitions resume .,"[['North Korea', (5360, 5361), 'gpe']]",0,"[['North Korea', (5360, 5361), 'gpe']]"
Japan and North Korea have not had formal bilateral talks for about a year .,"[['Japan', (5367, 5367), 'gpe'], ['North Korea', (5369, 5370), 'gpe']]",0,"[['Japan', (5367, 5367), 'gpe'], ['North Korea', (5369, 5370), 'gpe']]"
Tokyo and Pyongyang are at odds over North Korea 's nuclear weapons program and the North 's kidnapping of Japanese citizens in the 1970s and 1980s .,"[['Tokyo', (5382, 5382), 'gpe'], ['Pyongyang', (5384, 5384), 'gpe'], ['North Korea', (5389, 5390), 'gpe'], ['North', (5397, 5397), 'gpe'], ['Japanese', (5401, 5401), 'gpe'], ['1970s', (5405, 5405), 'tim'], ['1980s', (5407, 5407), 'tim']]",0,"[['Tokyo', (5382, 5382), 'gpe'], ['Pyongyang', (5384, 5384), 'gpe'], ['North Korea', (5389, 5390), 'gpe'], ['North', (5397, 5397), 'gpe'], ['Japanese', (5401, 5401), 'gpe'], ['1970s', (5405, 5405), 'tim'], ['1980s', (5407, 5407), 'tim']]"
A human rights group has accused coalition forces in Iraq of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein .,"[['Iraq', (5418, 5418), 'geo'], ['Iraqi', (5434, 5434), 'gpe'], ['Saddam Hussein', (5436, 5437), 'per']]",0,"[['Iraq', (5418, 5418), 'geo'], ['Iraqi', (5434, 5434), 'gpe'], ['Saddam Hussein', (5436, 5437), 'per']]"
"Human Rights Watch , in a report released Thursday , said coalition forces failed to stop people from stealing thousands of Iraqi government documents in the months after the 2003 invasion of Iraq .","[['Human Rights Watch', (5439, 5441), 'org'], ['Thursday', (5447, 5447), 'tim'], ['Iraqi', (5460, 5460), 'gpe'], ['2003', (5468, 5468), 'tim'], ['Iraq', (5471, 5471), 'geo']]",0,"[['Human Rights Watch', (5439, 5441), 'org'], ['Thursday', (5447, 5447), 'tim'], ['Iraqi', (5460, 5460), 'gpe'], ['2003', (5468, 5468), 'tim'], ['Iraq', (5471, 5471), 'geo']]"
The group also accused troops of failing to stop people from damaging several mass graves in the war-torn country .,[],0,[]
The Associated Press quotes a U.S. Defense Department spokeswoman as saying it has not reviewed the report .,"[['Associated Press', (5494, 5495), 'org'], ['U.S.', (5498, 5498), 'gpe'], ['Defense Department', (5499, 5500), 'org']]",0,"[['Associated Press', (5494, 5495), 'org'], ['U.S.', (5498, 5498), 'gpe'], ['Defense Department', (5499, 5500), 'org']]"
Saddam Hussein was arraigned in July at a U.S. military base on the outskirts of Baghdad .,"[['Saddam Hussein', (5511, 5512), 'per'], ['July', (5516, 5516), 'tim'], ['U.S.', (5519, 5519), 'gpe'], ['Baghdad', (5526, 5526), 'geo']]",0,"[['Saddam Hussein', (5511, 5512), 'per'], ['July', (5516, 5516), 'tim'], ['U.S.', (5519, 5519), 'gpe'], ['Baghdad', (5526, 5526), 'geo']]"
"He faces charges of war crimes , genocide and crimes against humanity .",[],0,[]
Egypt 's government and the World Health Organization say three Egyptian children have been hospitalized with the deadly form of avian flu .,"[['Egypt', (5541, 5541), 'gpe'], ['World Health Organization', (5546, 5548), 'org'], ['Egyptian', (5551, 5551), 'gpe']]",0,"[['Egypt', (5541, 5541), 'gpe'], ['World Health Organization', (5546, 5548), 'org'], ['Egyptian', (5551, 5551), 'gpe']]"
The children come from different parts of the country .,[],0,[]
WHO says they are receiving treatment and are in stable condition .,"[['WHO', (5574, 5574), 'org']]",0,"[['WHO', (5574, 5574), 'org']]"
The organization says the children had a history of contact with dead birds .,[],0,[]
Thirty two Egyptians have contracted the H5N1 form of avian flu .,"[['Egyptians', (5602, 5602), 'gpe'], ['H5N1', (5606, 5606), 'nat']]",0,"[['Egyptians', (5602, 5602), 'gpe'], ['H5N1', (5606, 5606), 'nat']]"
Thirteen of them have died .,[],0,[]
Egypt has had the largest number of human bird flu cases outside of Asia .,"[['Egypt', (5618, 5618), 'geo'], ['Asia', (5631, 5631), 'geo']]",0,"[['Egypt', (5618, 5618), 'geo'], ['Asia', (5631, 5631), 'geo']]"
The head of the U.N. investigation into the Iraq oil-for-food program says Saddam Hussein illegally obtained more money from oil smuggling than from corruption in the U.N. program .,"[['U.N.', (5637, 5637), 'org'], ['Iraq', (5641, 5641), 'gpe'], ['Saddam Hussein', (5645, 5646), 'per'], ['U.N.', (5659, 5659), 'org']]",0,"[['U.N.', (5637, 5637), 'org'], ['Iraq', (5641, 5641), 'gpe'], ['Saddam Hussein', (5645, 5646), 'per'], ['U.N.', (5659, 5659), 'org']]"
"Former U.S. Federal Reserve Chairman Paul Volcker says the smuggling began before the start of the oil-for-food program , and was known to the United Nations Security Council .","[['U.S.', (5663, 5663), 'gpe'], ['Federal Reserve', (5664, 5665), 'org'], ['Chairman Paul Volcker', (5666, 5668), 'per'], ['United Nations Security Council', (5686, 5689), 'org']]",0,"[['U.S.', (5663, 5663), 'gpe'], ['Federal Reserve', (5664, 5665), 'org'], ['Chairman Paul Volcker', (5666, 5668), 'per'], ['United Nations Security Council', (5686, 5689), 'org']]"
"In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .","[['U.S.', (5696, 5696), 'gpe'], ['government-funded', (5697, 5697), 'org'], ['alHurra', (5698, 5698), 'art'], ['Mr. Volcker', (5702, 5703), 'per'], ['Saddam', (5715, 5715), 'per']]",0,"[['U.S.', (5696, 5696), 'gpe'], ['government-funded', (5697, 5697), 'org'], ['alHurra', (5698, 5698), 'art'], ['Mr. Volcker', (5702, 5703), 'per'], ['Saddam', (5715, 5715), 'per']]"
"He refused to provide specific estimates , but said large amounts that have been reported in the media were from smuggling and not from funds diverted from the program .",[],0,[]
The United Nations created the oil-for-food program after the first Gulf War to allow Iraq to sell oil and use the profits for the Iraqi people 's humanitarian needs .,"[['United Nations', (5754, 5755), 'org'], ['Gulf War', (5763, 5764), 'eve'], ['Iraq', (5767, 5767), 'gpe'], ['Iraqi', (5777, 5777), 'gpe']]",0,"[['United Nations', (5754, 5755), 'org'], ['Gulf War', (5763, 5764), 'eve'], ['Iraq', (5767, 5767), 'gpe'], ['Iraqi', (5777, 5777), 'gpe']]"
"Kyrgyzstan 's Justice Ministry says four people , including parliament member Tynychbek Akmatbayev , have been killed at a prison near Bishkek after inmates took them hostage .","[['Kyrgyzstan', (5783, 5783), 'gpe'], ['Justice Ministry', (5785, 5786), 'org'], ['Tynychbek Akmatbayev', (5794, 5795), 'per'], ['Bishkek', (5804, 5804), 'geo']]",0,"[['Kyrgyzstan', (5783, 5783), 'gpe'], ['Justice Ministry', (5785, 5786), 'org'], ['Tynychbek Akmatbayev', (5794, 5795), 'per'], ['Bishkek', (5804, 5804), 'geo']]"
Interior Minister Murat Sutalinov is at the prison to head negotiations with the inmates .,"[['Interior Minister Murat Sutalinov', (5811, 5814), 'per']]",0,"[['Interior Minister Murat Sutalinov', (5811, 5814), 'per']]"
The ministry gave no other details .,[],0,[]
It is not clear if the hostage-takers made any demands .,[],0,[]
Mr. Akmatbayev was involved in negotiations on Wednesday at another Kyrgyz prison where a riot over poor living conditions forced the staff to evacuate earlier this week .,"[['Mr. Akmatbayev', (5844, 5845), 'per'], ['Wednesday', (5851, 5851), 'tim'], ['Kyrgyz', (5854, 5854), 'gpe']]",0,"[['Mr. Akmatbayev', (5844, 5845), 'per'], ['Wednesday', (5851, 5851), 'tim'], ['Kyrgyz', (5854, 5854), 'gpe']]"
"That prison , also near Bishkek , remained surrounded by security forces on Thursday .","[['Bishkek', (5877, 5877), 'geo'], ['Thursday', (5885, 5885), 'tim']]",0,"[['Bishkek', (5877, 5877), 'geo'], ['Thursday', (5885, 5885), 'tim']]"
A commercial airplane taking off from Western Europe has landed in Iraq for the first time in nearly 20 years .,"[['Western Europe', (5893, 5894), 'geo'], ['Iraq', (5898, 5898), 'geo']]",0,"[['Western Europe', (5893, 5894), 'geo'], ['Iraq', (5898, 5898), 'geo']]"
"The plane , operated by France 's Aigle Azur airline , took off from Charles De Gaulle airport in Paris late Saturday and touched down at Baghdad International Airport early Sunday .","[['France', (5913, 5913), 'gpe'], ['Aigle Azur', (5915, 5916), 'org'], ['Charles De Gaulle', (5922, 5924), 'art'], ['Paris', (5927, 5927), 'geo'], ['Saturday', (5929, 5929), 'tim'], ['Baghdad International Airport', (5934, 5936), 'art'], ['Sunday', (5938, 5938), 'tim']]",0,"[['France', (5913, 5913), 'gpe'], ['Aigle Azur', (5915, 5916), 'org'], ['Charles De Gaulle', (5922, 5924), 'art'], ['Paris', (5927, 5927), 'geo'], ['Saturday', (5929, 5929), 'tim'], ['Baghdad International Airport', (5934, 5936), 'art'], ['Sunday', (5938, 5938), 'tim']]"
"Officials said this first flight was largely ceremonial , and that most of the passengers were French diplomats and business leaders .","[['French', (5956, 5956), 'gpe']]",0,"[['French', (5956, 5956), 'gpe']]"
"One of the passengers , French Foreign Trade Minister Anne-Marie Idrac , called it a historic day for cooperation between France and Iraq .","[['French', (5967, 5967), 'gpe'], ['Foreign Trade Minister Anne-Marie Idrac', (5968, 5972), 'per'], ['France', (5982, 5982), 'gpe'], ['Iraq', (5984, 5984), 'gpe']]",0,"[['French', (5967, 5967), 'gpe'], ['Foreign Trade Minister Anne-Marie Idrac', (5968, 5972), 'per'], ['France', (5982, 5982), 'gpe'], ['Iraq', (5984, 5984), 'gpe']]"
Regular service between Paris and Baghdad is not expected to start for at least several weeks .,"[['Paris', (5989, 5989), 'geo'], ['Baghdad', (5991, 5991), 'geo']]",0,"[['Paris', (5989, 5989), 'geo'], ['Baghdad', (5991, 5991), 'geo']]"
Aigle Azur is just one of a number of airlines to start flying to Baghdad .,"[['Aigle Azur', (6003, 6004), 'org'], ['Baghdad', (6017, 6017), 'geo']]",0,"[['Aigle Azur', (6003, 6004), 'org'], ['Baghdad', (6017, 6017), 'geo']]"
"Etihad and Emirates airlines , both operating out of the United Arab Emirates , started flying to Baghdad earlier this year .","[['Etihad', (6019, 6019), 'org'], ['Emirates airlines', (6021, 6022), 'org'], ['United Arab Emirates', (6029, 6031), 'geo'], ['Baghdad', (6036, 6036), 'geo']]",0,"[['Etihad', (6019, 6019), 'org'], ['Emirates airlines', (6021, 6022), 'org'], ['United Arab Emirates', (6029, 6031), 'geo'], ['Baghdad', (6036, 6036), 'geo']]"
"A new government report shows U.S. businesses added a moderate 1,11,000 new jobs in January .","[['U.S.', (6046, 6046), 'gpe'], ['January', (6055, 6055), 'tim']]",0,"[['U.S.', (6046, 6046), 'gpe'], ['January', (6055, 6055), 'tim']]"
The Labor Department Friday issued a report that also showed the U.S. unemployment rate increased for the first time in three months - to 4.6 percent .,"[['Labor Department', (6058, 6059), 'org'], ['Friday', (6060, 6060), 'tim'], ['U.S.', (6068, 6068), 'gpe']]",0,"[['Labor Department', (6058, 6059), 'org'], ['Friday', (6060, 6060), 'tim'], ['U.S.', (6068, 6068), 'gpe']]"
"According to the report , American workers earned an average of $ 17.09 an hour in January - a slight increase from the previous month .","[['American', (6089, 6089), 'gpe'], ['January', (6100, 6100), 'tim']]",0,"[['American', (6089, 6089), 'gpe'], ['January', (6100, 6100), 'tim']]"
Analysts say the Department of Labor report will help ease worries that a tight labor market will significantly inflate wages and costs .,"[['Department of Labor', (6113, 6115), 'org']]",0,"[['Department of Labor', (6113, 6115), 'org']]"
"Earlier this week , the U.S. central bank decided to maintain a key interest rate , despite the risk of inflation .","[['U.S.', (6138, 6138), 'gpe']]",0,"[['U.S.', (6138, 6138), 'gpe']]"
Venezuelan President Hugo Chavez has denounced Colombia 's defense minister as an obstacle to peace and a pawn of the United States .,"[['Venezuelan', (6155, 6155), 'gpe'], ['President Hugo Chavez', (6156, 6158), 'per'], ['Colombia', (6161, 6161), 'gpe'], ['United States', (6175, 6176), 'gpe']]",0,"[['Venezuelan', (6155, 6155), 'gpe'], ['President Hugo Chavez', (6156, 6158), 'per'], ['Colombia', (6161, 6161), 'gpe'], ['United States', (6175, 6176), 'gpe']]"
Mr. Chavez reacted sharply Sunday to the defense minister 's remarks about a meeting between Mr. Chavez and Colombian President Alvaro Uribe .,"[['Mr. Chavez', (6178, 6179), 'per'], ['Sunday', (6182, 6182), 'tim'], ['Mr. Chavez', (6193, 6194), 'per'], ['Colombian', (6196, 6196), 'gpe'], ['President Alvaro Uribe', (6197, 6199), 'per']]",0,"[['Mr. Chavez', (6178, 6179), 'per'], ['Sunday', (6182, 6182), 'tim'], ['Mr. Chavez', (6193, 6194), 'per'], ['Colombian', (6196, 6196), 'gpe'], ['President Alvaro Uribe', (6197, 6199), 'per']]"
The two presidents met Friday to try to mend ties between their countries .,"[['Friday', (6205, 6205), 'tim']]",0,"[['Friday', (6205, 6205), 'tim']]"
"After the meeting , Colombian Defense Minister Juan Manuel Santos said he hoped Venezuela would follow through with promises made during the meeting .","[['Colombian', (6219, 6219), 'gpe'], ['Defense Minister Juan Manuel Santos', (6220, 6224), 'per'], ['Venezuela', (6228, 6228), 'gpe']]",0,"[['Colombian', (6219, 6219), 'gpe'], ['Defense Minister Juan Manuel Santos', (6220, 6224), 'per'], ['Venezuela', (6228, 6228), 'gpe']]"
"During a televised speech Sunday , Mr. Chavez called on President Uribe to put his defense minister in his place .","[['Sunday', (6243, 6243), 'tim'], ['Mr. Chavez', (6245, 6246), 'per'], ['President Uribe', (6249, 6250), 'per']]",0,"[['Sunday', (6243, 6243), 'tim'], ['Mr. Chavez', (6245, 6246), 'per'], ['President Uribe', (6249, 6250), 'per']]"
Tensions between the two countries rose in March when Colombia attacked a rebel camp in Ecuador .,"[['March', (6267, 6267), 'tim'], ['Colombia', (6269, 6269), 'gpe'], ['Ecuador', (6275, 6275), 'geo']]",0,"[['March', (6267, 6267), 'tim'], ['Colombia', (6269, 6269), 'gpe'], ['Ecuador', (6275, 6275), 'geo']]"
Venezuela responded by sending troops to the Colombian border .,"[['Venezuela', (6277, 6277), 'gpe'], ['Colombian', (6284, 6284), 'gpe']]",0,"[['Venezuela', (6277, 6277), 'gpe'], ['Colombian', (6284, 6284), 'gpe']]"
"China has lashed out at a U.S. report critical of Chinese policies on religious freedom , saying such criticism could harm U.S. - China relations .","[['China', (6287, 6287), 'gpe'], ['U.S.', (6293, 6293), 'gpe'], ['Chinese', (6297, 6297), 'gpe'], ['U.S.', (6308, 6308), 'gpe'], ['China', (6310, 6310), 'gpe']]",0,"[['China', (6287, 6287), 'gpe'], ['U.S.', (6293, 6293), 'gpe'], ['Chinese', (6297, 6297), 'gpe'], ['U.S.', (6308, 6308), 'gpe'], ['China', (6310, 6310), 'gpe']]"
"In its annual report issued Wednesday , the U.S. Commission on International Religious Freedom said China continues to be responsible for pervasive and severe violations of religious freedom , regularly imprisoning and harassing religious leaders and practitioners .","[['Wednesday', (6318, 6318), 'tim'], ['U.S. Commission on International Religious Freedom', (6321, 6326), 'org'], ['China', (6328, 6328), 'gpe']]",0,"[['Wednesday', (6318, 6318), 'tim'], ['U.S. Commission on International Religious Freedom', (6321, 6326), 'org'], ['China', (6328, 6328), 'gpe']]"
