Sentence,Original_Entity,Predicted_Entity
"Tim Harcourt , the chief economist of the Australian Trade Commission , says ABAC plays an important role by informing governments where there are problems .","['ABAC', [1545, 1545], 'ORG']",{}
"A new government report shows U.S. businesses added a moderate 1,11,000 new jobs in January .","['U.S.', [6046, 6046], 'GPE']",{}
"A new government report shows U.S. businesses added a moderate 1,11,000 new jobs in January .","['January', [6055, 6055], 'DATE']",{}
""" The most important thing the business groups can do is to tell the governments where there are logjams , where there are obstacles , where things can improve , "" Harcourt said .","['Harcourt', [1589, 1589], 'PERSON']",{}
Police fired tear gas to disperse hundreds of Dr. Besigye 's supporters who took to the streets in Kampala after his release Monday .,"['Dr. Besigye', [6988, 6989], 'PERSON']",{}
Police fired tear gas to disperse hundreds of Dr. Besigye 's supporters who took to the streets in Kampala after his release Monday .,"['Kampala', [6998, 6998], 'LOC']",{}
Police fired tear gas to disperse hundreds of Dr. Besigye 's supporters who took to the streets in Kampala after his release Monday .,"['Monday', [7002, 7002], 'DATE']",{}
Hundreds of marchers tried to storm central bank headquarters in Reykjavik .,"['Reykjavik', [22064, 22064], 'LOC']",{}
And get this - he realized he had won shortly after taking the oath of U.S. citizenship .,"['U.S.', [15828, 15828], 'ORG']",{}
The central bank said the growth of the broad money supply rose nearly 19 percent on a year-on-year basis to $ 3.9 trillion by the end of March .,"['end of March', [16717, 16719], 'DATE']",{}
He warned that Tehran has drawn up defensive plans that would make its enemies regret any attack .,"['Tehran', [8409, 8409], 'GPE']",{}
Authorities in Bosnia-Herzegovina say they have arrested a former Bosnian Serb police officer for his suspected role in the 1995 massacre of Muslims near the eastern Bosnian town of Srebrenica .,"['Bosnia-Herzegovina', [9893, 9893], 'GPE']",{}
Authorities in Bosnia-Herzegovina say they have arrested a former Bosnian Serb police officer for his suspected role in the 1995 massacre of Muslims near the eastern Bosnian town of Srebrenica .,"['Bosnian Serb', [9900, 9901], 'GPE']",{}
Authorities in Bosnia-Herzegovina say they have arrested a former Bosnian Serb police officer for his suspected role in the 1995 massacre of Muslims near the eastern Bosnian town of Srebrenica .,"['1995', [9910, 9910], 'DATE']",{}
Authorities in Bosnia-Herzegovina say they have arrested a former Bosnian Serb police officer for his suspected role in the 1995 massacre of Muslims near the eastern Bosnian town of Srebrenica .,"['Bosnian', [9917, 9917], 'GPE']",{}
Authorities in Bosnia-Herzegovina say they have arrested a former Bosnian Serb police officer for his suspected role in the 1995 massacre of Muslims near the eastern Bosnian town of Srebrenica .,"['Srebrenica', [9920, 9920], 'LOC']",{}
The military says U.S. Special Forces advised the Iraqi army in all three operations .,"['U.S. Special Forces', [11451, 11453], 'ORG']",{}
The military says U.S. Special Forces advised the Iraqi army in all three operations .,"['Iraqi', [11456, 11456], 'GPE']",{}
"Organizers of the 2012 Summer Olympics in London have promised the "" greenest games "" in history and sought to soothe concerns about the rising cost of the event .","['2012 Summer Olympics', [4853, 4855], 'EVENT']",{}
"Organizers of the 2012 Summer Olympics in London have promised the "" greenest games "" in history and sought to soothe concerns about the rising cost of the event .","['London', [4857, 4857], 'LOC']",{}
The quarterly report sent to U.S. Congress based its information on statistics from the U.S. Labor Department compiled from workers ' compensation claims filed by all U.S. government contractors .,"['U.S. Congress', [17479, 17480], 'ORG']",{}
The quarterly report sent to U.S. Congress based its information on statistics from the U.S. Labor Department compiled from workers ' compensation claims filed by all U.S. government contractors .,"['U.S. Labor Department', [17488, 17490], 'ORG']",{}
The quarterly report sent to U.S. Congress based its information on statistics from the U.S. Labor Department compiled from workers ' compensation claims filed by all U.S. government contractors .,"['U.S.', [17500, 17500], 'ORG']",{}
Zambian officials say reports that President Levy Mwanawasa has died are FALSE .,"['Zambian', [9588, 9588], 'GPE']",{}
Zambian officials say reports that President Levy Mwanawasa has died are FALSE .,"['President Levy Mwanawasa', [9593, 9595], 'PERSON']",{}
Ohio Representative Bob Ney is the second lawmaker to relinquish a House leadership post in recent months .,"['Ohio', [16966, 16966], 'GPE']",{}
Ohio Representative Bob Ney is the second lawmaker to relinquish a House leadership post in recent months .,"['Representative', [16967, 16967], 'ORG']",{}
Ohio Representative Bob Ney is the second lawmaker to relinquish a House leadership post in recent months .,"['Bob Ney', [16968, 16969], 'PERSON']",{}
Ohio Representative Bob Ney is the second lawmaker to relinquish a House leadership post in recent months .,"['House', [16977, 16977], 'ORG']",{}
Ohio Representative Bob Ney is the second lawmaker to relinquish a House leadership post in recent months .,"['recent', [16981, 16981], 'DATE']",{}
Australian and French news agencies say at least one of the men arrested ( Cholily ) was captured during a series of counter-terrorism raids last week in Indonesia .,"['Australian', [2023, 2023], 'GPE']",{}
Australian and French news agencies say at least one of the men arrested ( Cholily ) was captured during a series of counter-terrorism raids last week in Indonesia .,"['French', [2025, 2025], 'GPE']",{}
Australian and French news agencies say at least one of the men arrested ( Cholily ) was captured during a series of counter-terrorism raids last week in Indonesia .,"['Cholily', [2037, 2037], 'PERSON']",{}
Australian and French news agencies say at least one of the men arrested ( Cholily ) was captured during a series of counter-terrorism raids last week in Indonesia .,"['Indonesia', [2050, 2050], 'LOC']",{}
Representatives from the Asia Pacific Economic Cooperation Business Advisory Council are holding meetings this week to finalize their annual report for APEC leaders who will hold a summit on September 8 and 9 .,"['Asia Pacific Economic Cooperation Business Advisory Council', [1452, 1458], 'ORG']",{}
Representatives from the Asia Pacific Economic Cooperation Business Advisory Council are holding meetings this week to finalize their annual report for APEC leaders who will hold a summit on September 8 and 9 .,"['APEC', [1470, 1470], 'ORG']",{}
Representatives from the Asia Pacific Economic Cooperation Business Advisory Council are holding meetings this week to finalize their annual report for APEC leaders who will hold a summit on September 8 and 9 .,"['September 8', [1478, 1479], 'DATE']",{}
Representatives from the Asia Pacific Economic Cooperation Business Advisory Council are holding meetings this week to finalize their annual report for APEC leaders who will hold a summit on September 8 and 9 .,"['9', [1481, 1481], 'DATE']",{}
Police say a roadside bomb killed four policemen and wounded nine in Baquba .,"['Baquba', [18402, 18402], 'LOC']",{}
He added that something like this can only happen in America .,"['America', [15873, 15873], 'LOC']",{}
The spokesman says a formal agreement on the project will be signed in June when Indonesian President Susilo Bambang Yudhoyono is scheduled to visit Moscow .,"['June', [7737, 7737], 'DATE']",{}
The spokesman says a formal agreement on the project will be signed in June when Indonesian President Susilo Bambang Yudhoyono is scheduled to visit Moscow .,"['Indonesian', [7739, 7739], 'GPE']",{}
The spokesman says a formal agreement on the project will be signed in June when Indonesian President Susilo Bambang Yudhoyono is scheduled to visit Moscow .,"['President Susilo Bambang Yudhoyono', [7740, 7743], 'PERSON']",{}
The spokesman says a formal agreement on the project will be signed in June when Indonesian President Susilo Bambang Yudhoyono is scheduled to visit Moscow .,"['Moscow', [7748, 7748], 'LOC']",{}
"Meanwhile , Israeli troops raided the West Bank Palestinian town of Jenin today , arresting eight accused members of Islamic Jihad .","['Israeli', [20758, 20758], 'GPE']",{}
"Meanwhile , Israeli troops raided the West Bank Palestinian town of Jenin today , arresting eight accused members of Islamic Jihad .","['West Bank', [20762, 20763], 'ORG']",{}
"Meanwhile , Israeli troops raided the West Bank Palestinian town of Jenin today , arresting eight accused members of Islamic Jihad .","['Palestinian', [20764, 20764], 'GPE']",{}
"Meanwhile , Israeli troops raided the West Bank Palestinian town of Jenin today , arresting eight accused members of Islamic Jihad .","['Jenin', [20767, 20767], 'LOC']",{}
"Meanwhile , Israeli troops raided the West Bank Palestinian town of Jenin today , arresting eight accused members of Islamic Jihad .","['today', [20768, 20768], 'DATE']",{}
"Meanwhile , Israeli troops raided the West Bank Palestinian town of Jenin today , arresting eight accused members of Islamic Jihad .","['Islamic Jihad', [20775, 20776], 'LOC']",{}
Egypt has had the largest number of human bird flu cases outside of Asia .,"['Egypt', [5618, 5618], 'LOC']",{}
Egypt has had the largest number of human bird flu cases outside of Asia .,"['Asia', [5631, 5631], 'LOC']",{}
More than two dozen Iraqi civilians and policemen have been killed in a wave of bombings Wednesday in Baghdad and parts of central and northern Iraq meant to intimidate voters less than two weeks ahead of national elections .,"['Iraqi', [14112, 14112], 'GPE']",{}
More than two dozen Iraqi civilians and policemen have been killed in a wave of bombings Wednesday in Baghdad and parts of central and northern Iraq meant to intimidate voters less than two weeks ahead of national elections .,"['Wednesday', [14124, 14124], 'DATE']",{}
More than two dozen Iraqi civilians and policemen have been killed in a wave of bombings Wednesday in Baghdad and parts of central and northern Iraq meant to intimidate voters less than two weeks ahead of national elections .,"['Baghdad', [14126, 14126], 'LOC']",{}
More than two dozen Iraqi civilians and policemen have been killed in a wave of bombings Wednesday in Baghdad and parts of central and northern Iraq meant to intimidate voters less than two weeks ahead of national elections .,"['Iraq', [14133, 14133], 'LOC']",{}
"Palestinians identified him as Shahdi Mohanna , the Islamic Jihad commander for the northern Gaza Strip .","['Palestinians', [14330, 14330], 'GPE']",{}
"Palestinians identified him as Shahdi Mohanna , the Islamic Jihad commander for the northern Gaza Strip .","['Shahdi Mohanna', [14334, 14335], 'LOC']",{}
"Palestinians identified him as Shahdi Mohanna , the Islamic Jihad commander for the northern Gaza Strip .","['Islamic Jihad', [14338, 14339], 'LOC']",{}
"Palestinians identified him as Shahdi Mohanna , the Islamic Jihad commander for the northern Gaza Strip .","['Gaza Strip', [14344, 14345], 'LOC']",{}
Posada Carriles is wanted in Venezuela for his alleged role in a 1976 Cuban airliner bombing that killed 73 people .,"['Posada Carriles', [12179, 12180], 'PERSON']",{}
Posada Carriles is wanted in Venezuela for his alleged role in a 1976 Cuban airliner bombing that killed 73 people .,"['Venezuela', [12184, 12184], 'LOC']",{}
Posada Carriles is wanted in Venezuela for his alleged role in a 1976 Cuban airliner bombing that killed 73 people .,"['1976', [12191, 12191], 'DATE']",{}
Posada Carriles is wanted in Venezuela for his alleged role in a 1976 Cuban airliner bombing that killed 73 people .,"['Cuban', [12192, 12192], 'GPE']",{}
"Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .","['Aung San Suu Kyi', [21230, 21233], 'PERSON']",{}
"Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .","['Saturday', [21237, 21237], 'DATE']",{}
"Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .","['Rangoon', [21243, 21243], 'LOC']",{}
"Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .","['Vijay Nambiar', [21250, 21251], 'PERSON']",{}
"Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .","['U.N.', [21257, 21257], 'PERSON']",{}
"Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .","['Secretary-General', [21258, 21258], 'ORG']",{}
"Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .","['Ban Ki-moon', [21259, 21260], 'PERSON']",{}
"During the ceremonial startup of the Saltillo plant Friday , Mexican President Felipe Calderon said Chrysler 's sixth plant in Mexico will create 700 jobs .","['Saltillo', [3769, 3769], 'WORK_OF_ART']",{}
"During the ceremonial startup of the Saltillo plant Friday , Mexican President Felipe Calderon said Chrysler 's sixth plant in Mexico will create 700 jobs .","['Friday', [3771, 3771], 'DATE']",{}
"During the ceremonial startup of the Saltillo plant Friday , Mexican President Felipe Calderon said Chrysler 's sixth plant in Mexico will create 700 jobs .","['Mexican', [3773, 3773], 'GPE']",{}
"During the ceremonial startup of the Saltillo plant Friday , Mexican President Felipe Calderon said Chrysler 's sixth plant in Mexico will create 700 jobs .","['President Felipe Calderon', [3774, 3776], 'PERSON']",{}
"During the ceremonial startup of the Saltillo plant Friday , Mexican President Felipe Calderon said Chrysler 's sixth plant in Mexico will create 700 jobs .","['Chrysler', [3778, 3778], 'ORG']",{}
"During the ceremonial startup of the Saltillo plant Friday , Mexican President Felipe Calderon said Chrysler 's sixth plant in Mexico will create 700 jobs .","['Mexico', [3783, 3783], 'LOC']",{}
"Friday , spokesman Ron Redmond said agency is "" extremely concerned "" about what he called the continued deterioration in Darfur 's security situation .","['Friday', [11574, 11574], 'DATE']",{}
"Friday , spokesman Ron Redmond said agency is "" extremely concerned "" about what he called the continued deterioration in Darfur 's security situation .","['Ron Redmond', [11577, 11578], 'PERSON']",{}
"Friday , spokesman Ron Redmond said agency is "" extremely concerned "" about what he called the continued deterioration in Darfur 's security situation .","['Darfur', [11594, 11594], 'LOC']",{}
"Meanwhile , the British defense ministry says a British soldier serving with the NATO-led coalition in Afghanistan was killed during fighting with militants in the south .","['British', [18334, 18334], 'GPE']",{}
"Meanwhile , the British defense ministry says a British soldier serving with the NATO-led coalition in Afghanistan was killed during fighting with militants in the south .","['British', [18339, 18339], 'GPE']",{}
"Meanwhile , the British defense ministry says a British soldier serving with the NATO-led coalition in Afghanistan was killed during fighting with militants in the south .","['Afghanistan', [18347, 18347], 'LOC']",{}
"Earlier this month , the U.N. High Commissioner for Refugees estimated 20,000 people have made the crossing this year and said at least 439 people have died and another 489 are missing .","['U.N. High Commissioner for Refugees', [18184, 18188], 'ORG']",{}
Indonesian police have arrested three men in connection with the October 1 Bali bombings that left 23 people dead .,"['Indonesian', [1982, 1982], 'GPE']",{}
Indonesian police have arrested three men in connection with the October 1 Bali bombings that left 23 people dead .,"['October 1', [1992, 1993], 'DATE']",{}
Indonesian police have arrested three men in connection with the October 1 Bali bombings that left 23 people dead .,"['Bali', [1994, 1994], 'LOC']",{}
The final step will be President Mahmoud Ahmadinejad 's signature .,"['President Mahmoud Ahmadinejad', [9519, 9521], 'PERSON']",{}
Ritchie also spoke about her guilty plea last week to driving under the influence and the resulting four-day jail sentence .,"['Ritchie', [4046, 4046], 'PERSON']",{}
Pope Benedict XVI has visited the Italian city of L'Aquilla and other central Italian locales devastated earlier this month by a deadly earthquake .,"['Benedict XVI', [21597, 21598], 'PERSON']",{}
Pope Benedict XVI has visited the Italian city of L'Aquilla and other central Italian locales devastated earlier this month by a deadly earthquake .,"['Italian', [21602, 21602], 'GPE']",{}
Pope Benedict XVI has visited the Italian city of L'Aquilla and other central Italian locales devastated earlier this month by a deadly earthquake .,"[""L'Aquilla"", [21605, 21605], 'LOC']",{}
Pope Benedict XVI has visited the Italian city of L'Aquilla and other central Italian locales devastated earlier this month by a deadly earthquake .,"['Italian', [21609, 21609], 'GPE']",{}
"President Bush has issued 14 pardons to convicted criminals , and has commuted the prison sentences of two others .","['President Bush', [6447, 6448], 'PERSON']",{}
"Later , a person claiming to be a Taleban spokesman claimed responsibility for the attack .","['Later', [19765, 19765], 'DATE']",{}
"Later , a person claiming to be a Taleban spokesman claimed responsibility for the attack .","['Taleban', [19773, 19773], 'ORG']",{}
"Mr. Bittok , who immigrated from Kenya to the United States , learned last week he had a winning ticket worth nearly $ 2 million from an Iowa lottery .","['Mr. Bittok', [15783, 15784], 'PERSON']",{}
"Mr. Bittok , who immigrated from Kenya to the United States , learned last week he had a winning ticket worth nearly $ 2 million from an Iowa lottery .","['Kenya', [15789, 15789], 'LOC']",{}
"Mr. Bittok , who immigrated from Kenya to the United States , learned last week he had a winning ticket worth nearly $ 2 million from an Iowa lottery .","['United States', [15792, 15793], 'LOC']",{}
"Mr. Bittok , who immigrated from Kenya to the United States , learned last week he had a winning ticket worth nearly $ 2 million from an Iowa lottery .","['Iowa', [15810, 15810], 'LOC']",{}
"Mr. Sivaram , who was also brutally attacked in 2001 , was found near a lake gagged with gunshot wounds to the head .","['Mr. Sivaram', [5278, 5279], 'PERSON']",{}
"Mr. Sivaram , who was also brutally attacked in 2001 , was found near a lake gagged with gunshot wounds to the head .","['2001', [5287, 5287], 'DATE']",{}
"He underlined the need of ridding the society of extremism and terrorism , saying they are hurting Pakistan 's image by their actions .","['Pakistan', [12291, 12291], 'GPE']",{}
"In 2005 , the government passed a controversial hydrocarbons law that imposed significantly higher royalties and required foreign firms then operating under risk-sharing contracts to surrender all production to the state energy company in exchange for a predetermined service fee .","['2005', [12915, 12915], 'DATE']",{}
Sperling had the same job in President Bill Clinton 's administration .,"['Sperling', [9763, 9763], 'PERSON']",{}
Sperling had the same job in President Bill Clinton 's administration .,"['President Bill Clinton', [9769, 9771], 'PERSON']",{}
"A strong earthquake shook Indonesia 's Aceh province just before midnight Saturday ( about 1657 UTC ) , causing residents to flee their homes in panic .","['Indonesia', [17810, 17810], 'LOC']",{}
"A strong earthquake shook Indonesia 's Aceh province just before midnight Saturday ( about 1657 UTC ) , causing residents to flee their homes in panic .","['Aceh', [17812, 17812], 'LOC']",{}
"A strong earthquake shook Indonesia 's Aceh province just before midnight Saturday ( about 1657 UTC ) , causing residents to flee their homes in panic .","['midnight Saturday', [17816, 17817], 'DATE']",{}
"A strong earthquake shook Indonesia 's Aceh province just before midnight Saturday ( about 1657 UTC ) , causing residents to flee their homes in panic .","['1657 UTC', [17820, 17821], 'DATE']",{}
The country is one of the most prosperous in the Caribbean thanks largely to petroleum and natural gas production and processing .,"['Caribbean', [13258, 13258], 'LOC']",{}
"He also observed Iraqi police and special forces perform training exercises , before he met with Iraqi interim Prime Minister Iyad Allawi .","['Iraqi', [18868, 18868], 'ORG']",{}
"He also observed Iraqi police and special forces perform training exercises , before he met with Iraqi interim Prime Minister Iyad Allawi .","['Iraqi', [18881, 18881], 'ORG']",{}
"He also observed Iraqi police and special forces perform training exercises , before he met with Iraqi interim Prime Minister Iyad Allawi .","['Prime', [18883, 18883], 'PERSON']",{}
"He also observed Iraqi police and special forces perform training exercises , before he met with Iraqi interim Prime Minister Iyad Allawi .","['Iyad Allawi', [18885, 18886], 'PERSON']",{}
The wall was built starting in 1961 and came to symbolize the divide between the so-called Iron Curtain and the democratic West .,"['1961', [21995, 21995], 'DATE']",{}
The wall was built starting in 1961 and came to symbolize the divide between the so-called Iron Curtain and the democratic West .,"['Iron Curtain', [22005, 22006], 'ORG']",{}
The wall was built starting in 1961 and came to symbolize the divide between the so-called Iron Curtain and the democratic West .,"['democratic West', [22009, 22010], 'LOC']",{}
"Redmond listed a number of attacks on relief groups over the past week , including one where an aid worker was shot dead in North Darfur .","['Redmond', [11599, 11599], 'PERSON']",{}
"Redmond listed a number of attacks on relief groups over the past week , including one where an aid worker was shot dead in North Darfur .","['North Darfur', [11623, 11624], 'LOC']",{}
Khan admitted in 2004 that he operated a worldwide clandestine network to sell nuclear technology in the black market .,"['Khan', [1297, 1297], 'PERSON']",{}
Khan admitted in 2004 that he operated a worldwide clandestine network to sell nuclear technology in the black market .,"['2004', [1300, 1300], 'DATE']",{}
Officials say the 27-year old man from Vietnam 's northern Ninh Binh province died late Thursday and tested positive for the H5N1 strain of bird flu .,"['Vietnam', [2709, 2709], 'LOC']",{}
Officials say the 27-year old man from Vietnam 's northern Ninh Binh province died late Thursday and tested positive for the H5N1 strain of bird flu .,"['Ninh Binh', [2712, 2713], 'GPE']",{}
Officials say the 27-year old man from Vietnam 's northern Ninh Binh province died late Thursday and tested positive for the H5N1 strain of bird flu .,"['Thursday', [2717, 2717], 'DATE']",{}
Officials say the 27-year old man from Vietnam 's northern Ninh Binh province died late Thursday and tested positive for the H5N1 strain of bird flu .,"['H5N1', [2723, 2723], 'LOC']",{}
"In Beijing , police are out in force waiting for protests to begin in the capital .","['Beijing', [4778, 4778], 'LOC']",{}
Officials say al Qaida in Iraq fighters have fled successful campaigns against them in Anbar province and Baghdad to other northern provinces .,"['al Qaida in Iraq', [597, 600], 'ORG']",{}
Officials say al Qaida in Iraq fighters have fled successful campaigns against them in Anbar province and Baghdad to other northern provinces .,"['Anbar', [609, 609], 'LOC']",{}
Officials say al Qaida in Iraq fighters have fled successful campaigns against them in Anbar province and Baghdad to other northern provinces .,"['Baghdad', [612, 612], 'LOC']",{}
The AP also reports Khayam has been on parole from prison since last year after serving half his six-year sentence for drug dealing .,"['AP', [1052, 1052], 'ORG']",{}
The AP also reports Khayam has been on parole from prison since last year after serving half his six-year sentence for drug dealing .,"['Khayam', [1055, 1055], 'PERSON']",{}
The Associated Press quotes a U.S. Defense Department spokeswoman as saying it has not reviewed the report .,"['Associated Press', [5494, 5495], 'ORG']",{}
The Associated Press quotes a U.S. Defense Department spokeswoman as saying it has not reviewed the report .,"['U.S.', [5498, 5498], 'GPE']",{}
The Associated Press quotes a U.S. Defense Department spokeswoman as saying it has not reviewed the report .,"['Defense Department', [5499, 5500], 'ORG']",{}
"U.S. National Security Adviser Stephen Hadley said a nuclear test would be an act of defiance , and prompt Washington and its allies to discuss new steps to punish the North Korean government .","['U.S.', [15970, 15970], 'GPE']",{}
"U.S. National Security Adviser Stephen Hadley said a nuclear test would be an act of defiance , and prompt Washington and its allies to discuss new steps to punish the North Korean government .","['National Security Adviser', [15971, 15973], 'ORG']",{}
"U.S. National Security Adviser Stephen Hadley said a nuclear test would be an act of defiance , and prompt Washington and its allies to discuss new steps to punish the North Korean government .","['Stephen Hadley', [15974, 15975], 'PERSON']",{}
"U.S. National Security Adviser Stephen Hadley said a nuclear test would be an act of defiance , and prompt Washington and its allies to discuss new steps to punish the North Korean government .","['Washington', [15989, 15989], 'GPE']",{}
"U.S. National Security Adviser Stephen Hadley said a nuclear test would be an act of defiance , and prompt Washington and its allies to discuss new steps to punish the North Korean government .","['North', [16000, 16000], 'LOC']",{}
"U.S. National Security Adviser Stephen Hadley said a nuclear test would be an act of defiance , and prompt Washington and its allies to discuss new steps to punish the North Korean government .","['Korean', [16001, 16001], 'GPE']",{}
Mr. Chavez reacted sharply Sunday to the defense minister 's remarks about a meeting between Mr. Chavez and Colombian President Alvaro Uribe .,"['Mr. Chavez', [6178, 6179], 'PERSON']",{}
Mr. Chavez reacted sharply Sunday to the defense minister 's remarks about a meeting between Mr. Chavez and Colombian President Alvaro Uribe .,"['Sunday', [6182, 6182], 'DATE']",{}
Mr. Chavez reacted sharply Sunday to the defense minister 's remarks about a meeting between Mr. Chavez and Colombian President Alvaro Uribe .,"['Mr. Chavez', [6193, 6194], 'PERSON']",{}
Mr. Chavez reacted sharply Sunday to the defense minister 's remarks about a meeting between Mr. Chavez and Colombian President Alvaro Uribe .,"['Colombian', [6196, 6196], 'GPE']",{}
Mr. Chavez reacted sharply Sunday to the defense minister 's remarks about a meeting between Mr. Chavez and Colombian President Alvaro Uribe .,"['President Alvaro Uribe', [6197, 6199], 'PERSON']",{}
The U.S. military said 10 Taleban rebels also were killed Thursday during a U.S. helicopter raid in southeastern Khost province after five Afghan soldiers were wounded in an ambush .,"['U.S.', [19782, 19782], 'ORG']",{}
The U.S. military said 10 Taleban rebels also were killed Thursday during a U.S. helicopter raid in southeastern Khost province after five Afghan soldiers were wounded in an ambush .,"['Taleban', [19786, 19786], 'ORG']",{}
The U.S. military said 10 Taleban rebels also were killed Thursday during a U.S. helicopter raid in southeastern Khost province after five Afghan soldiers were wounded in an ambush .,"['Thursday', [19791, 19791], 'DATE']",{}
The U.S. military said 10 Taleban rebels also were killed Thursday during a U.S. helicopter raid in southeastern Khost province after five Afghan soldiers were wounded in an ambush .,"['U.S.', [19794, 19794], 'ORG']",{}
The U.S. military said 10 Taleban rebels also were killed Thursday during a U.S. helicopter raid in southeastern Khost province after five Afghan soldiers were wounded in an ambush .,"['Khost', [19799, 19799], 'LOC']",{}
The U.S. military said 10 Taleban rebels also were killed Thursday during a U.S. helicopter raid in southeastern Khost province after five Afghan soldiers were wounded in an ambush .,"['Afghan', [19803, 19803], 'GPE']",{}
Local officials in Afghanistan 's northeastern Nuristan Province say three Afghans who had been kidnapped earlier in the week have been found unharmed .,"['Afghanistan', [20296, 20296], 'LOC']",{}
Local officials in Afghanistan 's northeastern Nuristan Province say three Afghans who had been kidnapped earlier in the week have been found unharmed .,"['Nuristan Province', [20299, 20300], 'LOC']",{}
Local officials in Afghanistan 's northeastern Nuristan Province say three Afghans who had been kidnapped earlier in the week have been found unharmed .,"['Afghans', [20303, 20303], 'GPE']",{}
Local officials in Afghanistan 's northeastern Nuristan Province say three Afghans who had been kidnapped earlier in the week have been found unharmed .,"['in', [20309, 20309], 'DATE']",{}
More than 60 African migrants have drowned while crossing the Gulf of Aden on their way to Yemen .,"['African', [18074, 18074], 'GPE']",{}
More than 60 African migrants have drowned while crossing the Gulf of Aden on their way to Yemen .,"['Gulf of Aden', [18081, 18083], 'LOC']",{}
More than 60 African migrants have drowned while crossing the Gulf of Aden on their way to Yemen .,"['Yemen', [18088, 18088], 'LOC']",{}
A human rights group has accused coalition forces in Iraq of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein .,"['Iraq', [5418, 5418], 'LOC']",{}
A human rights group has accused coalition forces in Iraq of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein .,"['Iraqi', [5434, 5434], 'GPE']",{}
A human rights group has accused coalition forces in Iraq of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein .,"['Saddam Hussein', [5436, 5437], 'PERSON']",{}
Taleban militants claimed responsibility for the attack .,"['Taleban', [18323, 18323], 'ORG']",{}
"But a Ugandan High Court Judge , John Bosco Katutsi , said his detention was illegal because the High Court had suspended the military trial .","['Ugandan', [7049, 7049], 'GPE']",{}
"But a Ugandan High Court Judge , John Bosco Katutsi , said his detention was illegal because the High Court had suspended the military trial .","['High Court', [7050, 7051], 'ORG']",{}
"But a Ugandan High Court Judge , John Bosco Katutsi , said his detention was illegal because the High Court had suspended the military trial .","['John Bosco Katutsi', [7054, 7056], 'PERSON']",{}
"But a Ugandan High Court Judge , John Bosco Katutsi , said his detention was illegal because the High Court had suspended the military trial .","['High Court', [7065, 7066], 'ORG']",{}
"The Israeli military confirmed the Thursday evening helicopter strike near the Jabaliya refugee camp , saying it targeted an Islamic Jihad militant .","['Israeli', [14308, 14308], 'GPE']",{}
"The Israeli military confirmed the Thursday evening helicopter strike near the Jabaliya refugee camp , saying it targeted an Islamic Jihad militant .","['Thursday', [14312, 14312], 'DATE']",{}
"The Israeli military confirmed the Thursday evening helicopter strike near the Jabaliya refugee camp , saying it targeted an Islamic Jihad militant .","['Jabaliya', [14318, 14318], 'LOC']",{}
"The Israeli military confirmed the Thursday evening helicopter strike near the Jabaliya refugee camp , saying it targeted an Islamic Jihad militant .","['Islamic Jihad', [14326, 14327], 'LOC']",{}
They were convicted of plotting to kill Mr. Castro during the 2000 Ibero-American summit in Panama City .,"['Mr. Castro', [3587, 3588], 'PERSON']",{}
They were convicted of plotting to kill Mr. Castro during the 2000 Ibero-American summit in Panama City .,"['2000', [3591, 3591], 'DATE']",{}
They were convicted of plotting to kill Mr. Castro during the 2000 Ibero-American summit in Panama City .,"['Panama City', [3595, 3596], 'LOC']",{}
Two Sudanese rebel factions joined forces in February to form the Eastern Front .,"['Sudanese', [21583, 21583], 'GPE']",{}
Two Sudanese rebel factions joined forces in February to form the Eastern Front .,"['February', [21589, 21589], 'DATE']",{}
Two Sudanese rebel factions joined forces in February to form the Eastern Front .,"['Eastern Front', [21593, 21594], 'ORG']",{}
Iran 's hard-line Guardian Council has approved a bill that would block United Nations inspections of its nuclear facilities and allow it to resume uranium enrichment if it is referred to the U.N. Security Council .,"['Iran', [9446, 9446], 'LOC']",{}
Iran 's hard-line Guardian Council has approved a bill that would block United Nations inspections of its nuclear facilities and allow it to resume uranium enrichment if it is referred to the U.N. Security Council .,"['Guardian Council', [9449, 9450], 'ORG']",{}
